course_id,num_subscribers,num_reviews,num_lectures,content_duration,published_timestamp
975074,605,19,4,0.3166666666666666,2016-10-10 21:05:19+00:00
436488,472,34,23,5.5,2015-03-05 22:58:02+00:00
72644,388,56,35,11.5,2013-08-05 16:01:50+00:00
980408,98,35,69,8.0,2017-01-03 17:57:55+00:00
343886,1888,6,11,1.0,2014-11-14 07:42:47+00:00
837322,0,0,20,0.6166666666666667,2016-05-16 18:28:30+00:00
1157298,0,0,27,1.5,2017-04-23 16:19:01+00:00
1282064,0,0,7,2.5,2017-07-06 21:46:30+00:00
1247992,0,0,9,2.0,2017-07-03 21:40:32+00:00
1251582,0,0,9,2.0,2017-06-29 22:01:56+00:00
1258666,0,0,9,2.0,2017-06-29 23:20:10+00:00
1168172,0,0,15,3.5,2017-05-01 20:16:26+00:00
1233314,0,0,11,2.0,2017-07-03 21:38:22+00:00
1276182,0,0,5,1.0,2017-07-05 04:41:54+00:00
1187084,0,0,16,1.0,2017-07-06 21:16:13+00:00
1084454,0,0,35,5.5,2017-07-02 14:29:35+00:00
885413,0,0,18,2.0,2016-07-27 21:07:46+00:00
178602,495,47,21,4.0,2014-03-11 16:15:21+00:00
601912,375,10,19,1.0,2015-09-12 00:13:34+00:00
831170,1730,34,11,0.6666666666666666,2016-05-05 14:38:15+00:00
327788,283,13,35,2.5,2015-01-27 04:10:17+00:00
324656,136,14,25,4.5,2014-11-18 10:52:45+00:00
1220862,23,2,30,3.0,2017-06-11 16:01:03+00:00
403628,683,16,58,4.5,2015-03-06 01:31:54+00:00
280842,618,10,19,2.0,2015-10-29 23:18:23+00:00
306360,188,10,20,1.5,2014-12-19 18:23:17+00:00
521234,911,2,18,1.5,2015-06-05 19:01:45+00:00
327962,512,13,15,0.6666666666666666,2014-11-04 12:37:45+00:00
790034,769,10,18,2.0,2016-03-14 17:17:00+00:00
400976,302,6,19,2.0,2015-01-29 08:03:35+00:00
892446,149,2,63,6.5,2016-07-22 13:09:03+00:00
322118,72,9,15,3.5,2014-10-24 16:55:03+00:00
1029062,33,4,26,1.0,2016-12-14 15:49:54+00:00
1048496,13,1,9,2.0,2016-12-26 17:39:05+00:00
501502,79,1,58,6.0,2015-05-24 21:14:23+00:00
74004,139,3,6,1.5,2013-08-12 13:51:50+00:00
226084,2247,53,29,4.0,2014-06-30 08:58:16+00:00
968056,17,2,14,1.5,2016-09-29 05:13:00+00:00
1107904,45,1,72,8.0,2017-02-09 21:58:02+00:00
691180,33,4,40,4.5,2016-01-22 21:45:33+00:00
843536,54,11,12,0.6,2016-12-05 17:01:51+00:00
532836,1498,30,23,2.0,2015-06-22 23:04:23+00:00
493014,2317,44,22,2.0,2015-05-05 17:47:11+00:00
955748,5077,256,16,1.5,2016-10-03 22:21:54+00:00
49798,65576,936,24,8.0,2013-04-20 02:25:22+00:00
429662,1202,76,64,3.5,2015-03-23 17:03:31+00:00
97338,22344,712,26,3.5,2013-10-16 17:40:23+00:00
510178,2189,4,16,1.5,2015-05-25 19:46:32+00:00
1002282,431,58,22,2.5,2016-11-12 04:22:59+00:00
706670,1199,37,79,18.0,2016-01-01 19:04:07+00:00
275294,5685,5,12,3.5,2014-08-05 18:24:18+00:00
594936,1512,23,19,1.5,2015-09-14 18:24:03+00:00
521342,1806,38,211,19.5,2015-06-19 22:16:52+00:00
828740,668,10,11,0.5666666666666667,2016-04-28 16:39:21+00:00
501960,3757,70,14,0.6166666666666667,2015-05-28 22:38:25+00:00
486240,828,1,20,1.0,2015-04-27 23:18:59+00:00
869652,111,20,11,1.0,2016-06-09 04:21:43+00:00
1095700,39,6,28,1.0,2017-02-27 16:33:33+00:00
169662,613,33,142,24.5,2014-02-25 15:43:53+00:00
1041522,57,13,14,1.5,2016-12-21 14:44:15+00:00
657130,246,8,24,1.5,2015-11-02 20:13:05+00:00
774570,83,8,21,1.0,2016-03-12 05:06:29+00:00
1078520,62,6,27,6.5,2017-03-20 18:42:56+00:00
999262,31,8,34,5.5,2016-11-07 14:51:41+00:00
100526,367,11,24,7.5,2013-10-09 21:12:00+00:00
513046,3,0,8,1.5,2015-06-01 22:47:06+00:00
309854,3,0,12,1.5,2015-09-15 18:28:43+00:00
580068,2,0,12,1.0,2015-09-04 20:03:24+00:00
304410,3,0,6,0.5666666666666667,2014-09-22 03:58:46+00:00
782256,1,0,27,2.0,2016-03-17 17:43:59+00:00
826912,1,0,21,2.5,2016-05-11 17:08:03+00:00
313512,2,0,28,2.5,2014-11-08 02:53:57+00:00
759262,1,0,43,1.0,2016-02-15 17:33:49+00:00
359926,2,0,11,1.0,2016-04-05 15:48:32+00:00
591724,1,0,25,1.5,2017-06-20 02:29:09+00:00
533458,1,1,12,0.5666666666666667,2015-11-17 19:17:56+00:00
1064904,0,0,10,0.7166666666666667,2017-04-03 22:17:10+00:00
484134,731,2,8,1.0,2015-04-24 00:21:44+00:00
1046940,66,12,19,2.0,2017-05-01 19:56:30+00:00
1107954,51,9,15,0.5333333333333333,2017-03-02 16:25:56+00:00
455452,507,36,395,33.0,2015-03-26 18:01:39+00:00
1263966,9,1,19,3.0,2017-06-27 22:00:27+00:00
658766,375,15,194,24.5,2015-11-03 18:22:32+00:00
927442,80,18,63,7.5,2016-08-11 21:18:34+00:00
972126,152,7,30,3.0,2016-10-09 21:19:54+00:00
1031696,37,15,12,1.0,2016-12-13 21:12:10+00:00
742106,194,24,19,3.5,2016-01-28 22:09:01+00:00
355374,1184,2,7,1.5,2014-11-28 11:43:27+00:00
529828,638,25,36,5.0,2015-06-17 22:23:31+00:00
538560,64,15,14,1.0,2015-07-17 19:16:47+00:00
994666,44,4,12,0.5333333333333333,2016-11-08 17:02:08+00:00
389108,814,9,5,1.0,2015-01-09 04:22:24+00:00
38456,211,9,27,5.0,2013-03-06 05:28:43+00:00
282050,768,23,54,10.5,2014-08-21 17:18:12+00:00
607800,29,9,32,2.0,2015-12-08 17:12:06+00:00
832410,156,16,41,7.0,2016-04-28 18:22:49+00:00
779000,2144,47,20,1.0,2016-03-18 15:07:45+00:00
180372,376,29,21,3.5,2014-03-13 12:47:09+00:00
429952,214,20,88,9.0,2015-03-19 19:00:23+00:00
172898,406,13,15,2.5,2014-03-04 19:36:43+00:00
180360,394,25,18,3.0,2014-03-13 22:12:01+00:00
713416,438,10,22,1.5,2016-02-12 23:44:27+00:00
407658,56,8,18,2.0,2015-07-10 19:32:16+00:00
572992,58,8,14,1.0,2015-12-03 02:30:13+00:00
192724,1047,3,20,4.5,2014-04-24 10:56:31+00:00
469526,166,17,16,1.5,2015-04-24 21:22:27+00:00
854764,605,3,14,1.0,2016-05-20 17:19:02+00:00
754524,38,9,25,2.5,2016-05-27 17:16:58+00:00
851288,46,11,24,2.5,2016-05-24 04:57:49+00:00
363058,217,7,27,1.5,2014-12-24 22:46:08+00:00
700080,78,22,25,2.5,2016-01-11 20:46:47+00:00
637452,35,4,35,1.5,2015-12-04 05:11:46+00:00
360916,80,10,13,2.5,2014-12-08 07:07:22+00:00
375594,1941,128,527,71.5,2014-12-22 16:57:30+00:00
703770,1367,33,74,7.0,2016-02-22 00:31:08+00:00
602032,1519,40,46,3.5,2015-11-03 00:09:31+00:00
475032,2025,34,9,1.0,2015-04-13 23:02:21+00:00
925854,1213,12,25,6.5,2017-03-13 22:53:07+00:00
895936,1092,48,13,1.0,2016-07-05 20:58:26+00:00
399170,5099,2,15,3.0,2015-01-20 21:39:42+00:00
593460,869,135,11,2.0,2015-08-31 19:54:34+00:00
1225564,59,8,7,0.5833333333333334,2017-05-24 14:45:31+00:00
774174,10670,444,15,1.0,2016-03-03 21:03:33+00:00
294292,1741,85,84,7.0,2014-10-05 16:09:30+00:00
189160,19614,635,14,1.5,2014-04-23 15:10:52+00:00
1000136,4,0,14,3.5,2017-01-28 16:47:51+00:00
1232382,1,0,9,1.5,2017-06-29 18:09:01+00:00
1058530,4,0,12,1.0,2017-01-19 16:07:18+00:00
994118,4,0,20,2.0,2017-06-22 20:28:25+00:00
621014,8,1,8,1.0,2015-09-25 21:59:24+00:00
673750,8,2,14,2.0,2015-11-21 20:47:58+00:00
390510,11,0,57,3.0,2015-02-18 11:50:46+00:00
282044,18,0,33,0.6166666666666667,2014-08-16 17:37:15+00:00
118836,16,0,22,1.5,2013-12-01 04:10:23+00:00
849632,6,0,23,2.5,2016-07-10 17:11:15+00:00
904240,4,0,21,1.0,2016-07-18 21:48:10+00:00
1165780,1,0,13,3.0,2017-04-12 16:55:26+00:00
304424,210,1,12,1.5,2014-09-22 05:12:53+00:00
1246684,4,1,14,1.0,2017-06-19 21:59:42+00:00
591880,273,4,15,0.5166666666666666,2015-08-30 22:48:34+00:00
155616,237,1,17,1.5,2014-01-31 22:27:11+00:00
1185936,368,3,69,20.5,2017-04-25 15:02:33+00:00
65802,86,7,87,47.0,2013-07-24 03:18:38+00:00
229360,204,1,18,3.0,2014-06-21 05:43:33+00:00
159388,570,2,21,2.0,2014-02-11 18:06:18+00:00
172298,225,1,5,1.0,2014-03-19 18:30:55+00:00
570996,37,7,15,1.0,2015-08-04 21:56:58+00:00
944594,36,2,24,4.0,2016-09-21 19:36:22+00:00
81064,218,5,66,14.5,2013-12-31 01:22:44+00:00
364034,50,18,13,1.5,2014-12-16 03:10:02+00:00
119276,148,3,15,1.5,2013-11-15 17:53:03+00:00
753610,74,4,20,3.5,2017-03-29 00:06:21+00:00
616564,260,18,17,1.5,2015-09-23 15:25:09+00:00
596026,299,5,65,2.5,2015-11-12 00:51:16+00:00
1264512,4,3,13,2.0,2017-06-29 21:32:21+00:00
499504,65,3,15,1.5,2015-05-19 22:25:23+00:00
903326,101,25,18,5.0,2016-08-10 23:07:28+00:00
412108,92,15,19,1.5,2015-02-18 23:28:01+00:00
865630,76,14,21,2.0,2016-06-02 18:09:38+00:00
1210062,14,4,14,0.6166666666666667,2017-05-10 23:37:44+00:00
1180960,18,3,18,3.5,2017-05-08 02:40:04+00:00
660846,21,1,28,3.0,2015-11-06 19:05:01+00:00
829206,18,2,11,1.0,2016-05-23 17:03:43+00:00
385604,21,3,8,1.5,2016-12-05 14:18:39+00:00
302468,49,10,13,2.0,2014-09-22 04:05:52+00:00
331600,168,2,21,3.0,2014-11-05 21:43:45+00:00
557436,16,1,48,3.5,2015-08-24 23:33:21+00:00
1162656,2,1,7,0.5666666666666667,2017-04-28 00:03:47+00:00
389834,336,6,13,0.6833333333333333,2016-10-25 16:11:24+00:00
304414,20,1,9,1.0,2014-09-22 05:16:06+00:00
55136,28,1,8,1.0,2013-05-26 14:14:33+00:00
619792,11,1,15,0.65,2016-11-19 03:30:03+00:00
505144,11,1,6,1.0,2015-05-20 00:00:42+00:00
688244,360,24,12,2.5,2015-12-18 02:55:11+00:00
642060,1189,13,41,4.0,2016-04-01 15:56:38+00:00
114518,9995,96,10,2.0,2014-02-10 03:50:00+00:00
1050168,100,24,33,4.0,2017-01-02 15:18:21+00:00
666910,3426,27,14,1.0,2015-11-25 18:02:44+00:00
158830,592,109,24,5.5,2014-02-10 18:12:06+00:00
577256,1222,14,61,6.0,2015-10-07 17:25:18+00:00
192576,1532,7,24,6.0,2014-04-24 09:48:19+00:00
662450,5768,109,12,1.5,2015-11-13 17:28:16+00:00
312834,343,84,37,5.5,2014-11-24 10:19:35+00:00
44319,540,44,6,1.0,2013-03-02 14:03:59+00:00
174800,2031,15,29,14.5,2014-04-21 16:23:37+00:00
1179546,7,1,29,2.0,2017-04-28 00:08:38+00:00
1239206,4,1,16,1.5,2017-06-28 15:09:21+00:00
1149564,21,2,12,2.0,2017-03-22 22:57:34+00:00
79364,29,2,42,3.0,2013-09-26 14:16:35+00:00
917172,50,1,23,1.5,2016-07-29 16:49:37+00:00
1276364,1,0,52,2.5,2017-07-05 19:06:26+00:00
1237912,5,0,13,1.0,2017-06-16 05:29:13+00:00
531710,6,2,19,0.55,2015-07-10 00:16:42+00:00
1021760,16,1,16,1.5,2017-04-06 21:39:23+00:00
193916,70,3,15,2.0,2014-04-06 16:50:18+00:00
74016,110,1,5,1.0,2013-08-12 13:54:47+00:00
1073430,7,3,15,2.0,2017-02-13 23:21:49+00:00
834606,1186,16,22,1.5,2016-05-11 18:15:50+00:00
629060,632,49,22,2.0,2015-10-04 18:43:16+00:00
698278,1237,54,35,2.5,2016-02-04 17:03:14+00:00
975414,513,20,20,1.0,2016-10-06 15:10:38+00:00
112296,4103,19,15,1.0,2013-11-13 11:08:51+00:00
536166,1489,32,27,3.5,2015-07-01 16:25:45+00:00
718338,547,98,53,7.0,2016-01-14 23:03:31+00:00
996612,353,27,105,18.5,2016-12-01 17:36:07+00:00
941120,507,19,59,2.0,2016-09-02 22:19:00+00:00
498488,1079,34,16,2.5,2015-05-26 20:48:48+00:00
364566,3667,4,460,43.5,2014-12-06 16:34:03+00:00
600316,2222,24,11,0.6,2015-09-28 18:51:08+00:00
1136912,9,2,101,10.0,2017-04-06 00:39:12+00:00
239416,225,2,17,2.5,2014-09-03 07:58:05+00:00
722274,13,3,25,5.5,2016-06-14 19:11:45+00:00
201942,373,3,14,1.5,2014-04-23 02:27:31+00:00
355798,306,0,5,0.6333333333333333,2014-11-28 05:56:37+00:00
702800,14,3,22,1.5,2016-01-16 02:52:22+00:00
425126,51,2,10,2.0,2015-02-19 22:08:53+00:00
1013838,13,2,5,1.0,2016-12-31 02:59:33+00:00
867682,1318,7,27,2.0,2016-08-24 18:29:34+00:00
239268,347,0,24,4.5,2015-01-30 08:19:51+00:00
361286,274,1,21,3.5,2014-12-17 14:24:15+00:00
1036456,9,2,6,0.6666666666666666,2017-05-09 22:19:30+00:00
617976,359,86,50,5.5,2015-11-18 00:08:44+00:00
196620,6024,890,18,1.0,2014-04-11 22:03:10+00:00
667332,315,49,41,5.0,2016-01-22 18:47:07+00:00
639126,280,40,54,4.0,2015-11-10 00:22:05+00:00
53211,401,67,20,1.5,2013-07-23 20:45:33+00:00
212952,701,55,16,1.5,2014-06-23 02:24:31+00:00
1151398,57,11,23,2.0,2017-03-31 22:44:53+00:00
1016420,205,20,20,5.0,2016-11-20 22:34:45+00:00
1178820,62,10,19,1.0,2017-04-25 07:06:14+00:00
881778,114,13,52,4.0,2016-07-07 18:16:41+00:00
173462,789,68,95,14.0,2014-03-03 09:52:27+00:00
648174,446,39,70,5.0,2016-06-13 19:07:19+00:00
517466,17,2,51,6.5,2015-07-29 19:08:33+00:00
304422,16,2,10,1.0,2014-09-22 04:57:47+00:00
177214,117,15,6,1.5,2014-03-06 09:12:15+00:00
73898,147,4,5,1.0,2013-08-12 13:21:26+00:00
671548,7,2,18,1.0,2016-01-07 17:48:25+00:00
504620,247,2,17,1.5,2015-08-21 18:36:25+00:00
98706,143,15,42,3.5,2013-10-03 17:44:22+00:00
364428,621,1,107,14.5,2014-12-06 07:44:46+00:00
560472,6,2,32,1.0,2015-07-22 20:56:34+00:00
682986,5,2,16,1.5,2015-11-30 22:38:49+00:00
270844,2674,81,8,1.0,2014-10-03 12:31:06+00:00
507600,227,3,5,1.0,2015-05-26 17:15:13+00:00
363078,4480,12,50,7.0,2014-12-05 09:23:16+00:00
933394,1329,12,33,5.0,2017-02-05 16:14:41+00:00
1090408,5144,169,7,1.0,2017-02-03 22:15:55+00:00
707688,2635,13,29,2.0,2016-02-08 16:30:15+00:00
544176,1750,71,29,3.0,2015-07-19 17:41:41+00:00
392478,3360,12,34,3.0,2015-03-15 20:29:17+00:00
613422,3425,10,50,4.0,2015-09-16 18:29:12+00:00
316750,2688,61,50,2.0,2015-05-13 22:54:25+00:00
884658,1095,17,35,3.0,2016-07-28 00:32:48+00:00
735550,1680,39,17,1.0,2016-01-27 17:51:25+00:00
770486,2046,14,8,0.6333333333333333,2016-03-18 15:51:49+00:00
543212,1699,40,28,3.5,2015-07-07 20:37:59+00:00
804298,1071,14,50,6.0,2016-03-29 19:40:05+00:00
707054,1037,3,12,2.0,2015-12-29 17:15:32+00:00
964828,223,34,16,1.5,2016-12-14 22:45:02+00:00
298522,653,55,20,2.5,2014-11-08 18:50:53+00:00
1196728,230,0,22,4.5,2017-05-01 23:42:52+00:00
255170,2281,12,24,5.5,2014-07-04 00:45:03+00:00
40670,4702,17,6,1.0,2013-06-07 17:07:48+00:00
737832,366,45,41,2.5,2016-01-24 23:09:17+00:00
240256,521,60,27,2.5,2014-11-30 19:52:37+00:00
931626,252,45,30,4.0,2016-08-17 20:24:38+00:00
663022,1101,14,37,2.0,2016-01-27 18:40:25+00:00
1196816,223,2,29,4.0,2017-05-02 05:53:56+00:00
202290,135,2,25,7.5,2014-06-08 14:46:02+00:00
690546,23,7,6,0.4666666666666667,2015-12-07 18:36:33+00:00
560218,112,1,14,1.5,2015-08-16 22:26:02+00:00
253810,2122,30,15,2.5,2014-10-03 12:29:41+00:00
420926,152,2,102,10.0,2015-02-26 08:48:32+00:00
382824,267,9,10,2.0,2015-01-02 10:18:52+00:00
73046,155,4,11,5.0,2013-08-05 16:03:22+00:00
73860,87,25,113,24.0,2013-10-26 12:54:58+00:00
191588,2146,35,8,1.0,2014-05-07 12:48:04+00:00
665866,154,7,39,9.0,2015-11-12 21:51:19+00:00
73068,4248,66,6,1.0,2013-08-12 11:10:42+00:00
252950,517,5,17,14.5,2014-06-30 09:21:49+00:00
760990,2638,140,12,1.0,2016-02-13 03:19:09+00:00
874312,2914,11,5,0.6166666666666667,2016-06-13 14:39:21+00:00
373716,6050,34,25,1.5,2014-12-19 08:49:47+00:00
1275790,16,1,8,1.0,2017-07-04 18:08:01+00:00
836926,3917,45,7,1.0,2016-05-03 18:23:01+00:00
1131122,1122,13,6,1.0,2017-03-02 00:58:36+00:00
595258,4158,51,30,2.5,2016-02-25 21:48:39+00:00
1269590,1252,2,6,0.5333333333333333,2017-06-29 20:18:19+00:00
611420,5108,9,13,1.0,2015-09-14 19:47:25+00:00
941990,2981,23,17,1.0,2016-10-09 19:33:35+00:00
1119920,1223,14,29,1.0,2017-03-07 23:10:03+00:00
256200,7750,58,15,1.5,2014-07-17 08:02:54+00:00
207166,564,9,41,3.5,2014-05-01 20:37:45+00:00
390472,2075,69,11,0.7333333333333333,2015-04-20 23:31:47+00:00
575476,45,4,31,1.5,2015-09-25 19:08:09+00:00
460652,44,5,8,0.5166666666666666,2015-03-29 22:10:23+00:00
157336,308,4,10,1.0,2014-02-11 18:11:55+00:00
65110,55,5,22,12.5,2013-07-23 20:26:47+00:00
987682,718,13,7,1.0,2017-05-18 17:37:33+00:00
835212,206,3,7,1.5,2016-05-18 16:02:21+00:00
882276,18,4,13,0.5833333333333334,2016-06-20 19:56:50+00:00
971110,86,6,32,4.5,2016-10-03 18:42:18+00:00
414744,294,5,25,2.0,2015-02-12 06:17:10+00:00
537286,27,4,10,1.5,2015-07-02 00:12:02+00:00
1123226,375,10,26,3.5,2017-03-12 16:13:38+00:00
1170626,94,11,25,2.0,2017-05-23 00:20:02+00:00
1016996,2080,83,30,1.5,2017-02-28 16:14:06+00:00
1046992,3137,30,69,9.0,2017-04-12 16:26:51+00:00
929526,155,23,22,1.5,2016-08-16 23:58:31+00:00
631276,1732,11,12,0.6833333333333333,2015-11-19 18:22:19+00:00
86558,3372,12,12,2.0,2013-09-29 23:52:54+00:00
615600,2185,3,13,2.0,2015-09-20 20:26:40+00:00
799434,1008,14,42,6.0,2016-04-12 15:12:18+00:00
1088656,256,17,49,5.5,2017-01-27 17:11:28+00:00
674354,1173,22,15,2.5,2015-12-29 18:56:44+00:00
1187758,1352,6,20,4.0,2017-04-24 21:59:20+00:00
548764,49,8,27,3.5,2015-07-14 23:01:39+00:00
410576,124,2,10,2.0,2015-03-02 01:46:14+00:00
501384,105,9,5,1.0,2015-06-03 18:00:18+00:00
59725,117,3,71,3.5,2013-06-19 17:52:07+00:00
47504,6533,32,9,2.0,2013-06-25 15:22:28+00:00
1257502,7,3,24,1.0,2017-06-28 23:51:45+00:00
304426,30,5,19,1.5,2014-09-22 04:56:43+00:00
581598,91,5,28,5.0,2015-08-28 23:47:29+00:00
328842,28,5,14,1.0,2014-11-12 17:37:03+00:00
541824,83,10,15,2.5,2015-07-19 19:23:14+00:00
103144,623,7,22,6.0,2013-10-18 16:06:44+00:00
937150,1625,5,145,8.5,2016-08-29 14:24:43+00:00
1215926,0,0,12,0.5166666666666666,2017-05-16 14:55:28+00:00
1035638,0,0,10,1.0,2016-12-15 14:56:17+00:00
1249146,0,0,9,2.0,2017-06-29 23:18:51+00:00
1233894,1,0,9,2.0,2017-06-29 21:40:54+00:00
975910,0,0,10,0.5333333333333333,2016-12-22 00:28:07+00:00
1221942,0,0,12,0.7333333333333333,2017-05-23 16:20:18+00:00
1169196,0,0,10,2.5,2017-04-24 14:56:01+00:00
1271182,0,0,9,1.0,2017-07-05 21:46:55+00:00
1233302,0,0,6,2.0,2017-07-03 21:39:57+00:00
1231958,0,0,9,2.5,2017-06-28 21:55:29+00:00
42645,737,41,10,2.0,2013-03-03 22:15:18+00:00
355622,554,63,44,4.0,2015-01-10 13:49:22+00:00
514036,807,19,23,6.0,2015-06-14 22:08:54+00:00
45136,779,56,6,1.0,2013-03-08 12:22:12+00:00
371574,1777,11,23,1.0,2014-12-17 01:11:28+00:00
915964,841,14,19,0.6166666666666667,2016-07-29 15:06:31+00:00
1209556,56,10,23,2.5,2017-05-16 22:22:15+00:00
412856,1909,8,19,2.0,2015-02-08 20:06:08+00:00
42651,775,54,11,1.5,2013-03-12 12:30:40+00:00
294914,1255,8,38,3.0,2015-01-27 07:50:28+00:00
219306,1193,24,27,1.5,2014-06-05 22:40:42+00:00
652768,1309,4,20,1.5,2015-11-11 01:30:17+00:00
42197,623,43,8,2.5,2013-02-19 15:04:46+00:00
936298,276,11,11,0.5666666666666667,2016-08-30 02:40:52+00:00
885443,314,38,37,6.5,2016-06-27 20:39:08+00:00
585208,1942,5,24,1.5,2015-08-24 00:36:33+00:00
386922,885,69,14,0.7166666666666667,2015-01-07 21:40:43+00:00
1023650,226,12,29,4.5,2016-12-05 16:33:34+00:00
676764,461,45,44,5.0,2015-12-09 18:35:24+00:00
696342,152,27,26,3.0,2017-02-07 05:21:14+00:00
41145,1017,74,20,3.0,2013-02-15 20:43:11+00:00
145220,1074,6,13,1.0,2014-01-13 20:43:46+00:00
868686,440,17,10,1.0,2016-06-15 18:23:18+00:00
745110,978,7,13,0.5333333333333333,2016-01-29 00:11:42+00:00
745832,36,1,12,1.5,2017-04-17 18:00:13+00:00
43778,74,1,14,1.0,2013-02-27 03:38:36+00:00
19653,78,3,10,1.5,2012-06-27 16:41:09+00:00
1013190,10,1,8,1.0,2016-12-19 14:47:22+00:00
824034,39,6,37,3.0,2016-08-26 22:57:33+00:00
370440,37,3,22,4.0,2014-12-29 18:54:54+00:00
312860,2166,38,20,3.0,2014-10-06 09:11:10+00:00
168358,78,6,57,3.5,2014-03-06 07:16:03+00:00
721746,21,3,24,0.7,2016-02-13 05:53:11+00:00
885342,1086,37,5,0.6166666666666667,2016-12-19 23:43:54+00:00
811416,7,4,29,3.5,2016-04-06 18:00:04+00:00
35131,168,9,75,3.5,2013-01-09 02:57:25+00:00
570844,2801,6,25,1.5,2015-08-16 16:36:47+00:00
189996,12217,351,17,1.0,2014-04-29 05:49:43+00:00
716828,6185,138,20,3.0,2016-01-18 19:47:54+00:00
702138,477,70,41,4.0,2016-01-10 21:59:30+00:00
130298,1334,86,54,6.0,2014-01-05 03:44:26+00:00
709536,5407,192,11,1.0,2016-01-25 04:08:41+00:00
706942,9483,183,22,2.0,2016-01-14 02:46:59+00:00
297762,1032,60,55,7.0,2014-10-01 18:49:52+00:00
614472,8236,144,25,5.0,2015-10-09 16:46:49+00:00
463834,2383,6,19,2.5,2015-03-31 21:55:21+00:00
934614,3283,109,42,2.5,2016-09-15 18:30:57+00:00
430968,2650,5,17,1.0,2015-02-24 14:30:21+00:00
305368,1551,5,55,7.5,2014-09-22 14:30:17+00:00
179446,545,48,42,7.5,2014-03-12 12:26:44+00:00
443502,663,10,79,5.5,2015-04-16 20:10:00+00:00
414246,3519,102,6,1.0,2015-02-06 03:15:22+00:00
571506,825,11,34,2.0,2016-08-22 23:31:48+00:00
1101382,70,11,16,2.0,2017-02-13 16:37:57+00:00
638966,357,71,20,2.0,2016-05-03 19:04:41+00:00
757508,853,4,35,5.0,2016-03-08 16:40:40+00:00
180384,397,24,19,3.0,2014-03-12 14:54:48+00:00
812798,74,8,17,3.0,2016-04-07 18:10:31+00:00
364206,1254,2,64,7.0,2014-12-11 21:14:18+00:00
742142,89,4,10,1.0,2016-02-10 16:52:50+00:00
895030,38,6,16,1.0,2016-07-04 21:31:45+00:00
516168,18,4,5,1.0,2015-06-01 23:05:51+00:00
612528,103,3,27,4.5,2015-09-17 18:09:49+00:00
597084,7,3,28,2.5,2015-10-26 20:20:43+00:00
544556,104,1,11,1.0,2015-07-07 23:04:36+00:00
953490,42,1,11,3.0,2016-09-13 22:09:05+00:00
221872,507,5,15,1.0,2014-11-19 10:36:51+00:00
662318,241,5,26,2.5,2015-11-09 20:36:53+00:00
73044,226,5,13,5.5,2013-08-05 16:02:55+00:00
714188,50,6,12,3.0,2016-01-04 21:01:48+00:00
548044,100,23,25,2.0,2015-07-23 19:21:21+00:00
498360,99,12,26,3.0,2015-07-06 22:22:25+00:00
425338,99,17,27,1.0,2015-04-06 20:00:01+00:00
164102,1192,12,38,12.0,2014-02-21 06:40:28+00:00
902888,209,13,37,7.0,2016-07-13 21:40:32+00:00
245822,5529,90,5,2.0,2014-06-18 16:42:27+00:00
729128,81,8,33,1.0,2016-01-21 18:30:28+00:00
773650,1924,120,5,1.0,2016-02-25 16:53:12+00:00
466632,646,6,17,1.0,2015-09-13 18:57:32+00:00
466774,520,10,9,0.5333333333333333,2015-05-01 23:05:13+00:00
442114,1440,0,21,1.0,2015-03-10 01:15:35+00:00
781954,452,14,444,45.0,2016-03-04 17:04:28+00:00
902150,178,16,27,1.5,2016-07-15 18:23:38+00:00
1169188,21,2,54,1.5,2017-04-14 21:55:50+00:00
1201912,12,4,17,2.5,2017-05-17 16:04:00+00:00
167316,209,33,33,70.0,2014-03-07 15:13:45+00:00
1028656,505,43,10,1.5,2016-12-03 14:55:06+00:00
645890,16,4,24,4.0,2015-10-23 18:19:32+00:00
559328,25,1,25,6.0,2015-07-30 20:57:23+00:00
1225194,229,0,33,2.0,2017-05-26 16:45:55+00:00
734280,6,1,27,4.5,2016-02-08 16:55:55+00:00
1164568,1,1,6,0.6,2017-05-04 23:05:55+00:00
43291,10,1,5,1.0,2015-01-30 16:29:35+00:00
1034560,1,1,33,6.0,2016-12-13 20:39:39+00:00
871682,34,4,9,8.0,2016-06-30 16:50:25+00:00
1057040,0,0,12,1.0,2017-02-08 22:15:56+00:00
1032648,0,0,12,0.6333333333333333,2016-12-26 16:52:47+00:00
1087466,0,0,7,0.6166666666666667,2017-02-02 16:22:37+00:00
1058852,0,0,6,0.5333333333333333,2017-05-02 13:15:53+00:00
1083744,0,0,10,2.0,2017-02-15 22:34:00+00:00
1271430,0,0,7,1.5,2017-06-28 23:22:27+00:00
715476,0,0,6,1.0,2016-01-06 02:38:23+00:00
1219820,0,0,9,1.0,2017-05-25 21:55:50+00:00
627332,0,0,0,0.0,2015-12-17 05:38:38+00:00
1136038,0,0,27,1.0,2017-04-17 22:33:13+00:00
1232282,0,0,10,1.5,2017-06-28 16:05:51+00:00
41961,459,25,14,3.0,2013-02-17 01:48:33+00:00
42040,266,20,14,3.0,2013-02-18 10:54:27+00:00
1039442,104,10,21,2.0,2017-02-17 05:52:41+00:00
615602,1509,0,9,0.7166666666666667,2015-09-23 17:16:11+00:00
235112,212,25,14,1.5,2014-06-02 06:52:58+00:00
551910,462,18,34,1.0,2015-07-16 00:34:53+00:00
